Employee_ID,FName,LName,Gender,State,City,Education_Level,Birthdate,Hiredate,Termdate,Department,Job_Title,Salary,Performance_Rating
00-78281335,Pamela,Gonzalez,Female,New York,New York City,Bachelor,11/02/1972,23/01/2019,,Sales,Sales Representative,64245,Good
00-97446634,Robert,Bryant,Male,New York,New York City,Bachelor,31/08/1993,23/12/2017,,Sales,Sales Representative,61725,Satisfactory
00-22879054,Ashley,Gonzalez,Female,New York,New York City,Bachelor,15/01/1964,24/05/2017,,Operations,Logistics Coordinator,66923,Good
00-10983894,Frank,Wagner,Male,North Carolina,Charlotte,High School,15/05/1992,04/09/2021,,Marketing,Content Creator,64010,Needs Improvement
00-94492003,Heidi,Maldonado,Female,New York,New York City,Master,13/09/2002,04/04/2023,,Finance,Financial Analyst,102877,Excellent
00-23948820,Christopher,Wheeler,Male,New York,New York City,Bachelor,05/05/1994,10/03/2017,,Operations,Logistics Coordinator,61246,Good
00-68416623,Robin,Wells,Female,Michigan,Detroit,High School,09/11/1976,03/08/2021,,Marketing,SEO Specialist,71245,Excellent
00-30636590,Christina,Martin,Female,New York,New York City,High School,30/04/1974,14/12/2015,,Customer Service,Support Specialist,59233,Needs Improvement
00-15085015,Stephen,Rivas,Male,New York,New York City,High School,15/05/1986,05/02/2016,,Operations,Inventory Specialist,58989,Needs Improvement
00-43810519,George,Hughes,Male,New York,New York City,Bachelor,12/01/2001,04/03/2020,,IT,Software Developer,83427,Good
00-40554079,David,Chan,Male,New York,New York City,Master,15/07/1997,24/03/2024,,Sales,Sales Manager,102023,Excellent
00-70549061,Jennifer,Holland,Female,West Virginia,Huntington,Master,03/06/1997,21/09/2021,,Sales,Sales Consultant,99550,Excellent
00-12267067,Tara,Pearson,Female,New York,New York City,Bachelor,29/12/1982,19/07/2018,,IT,System Administrator,76893,Good
00-10791740,Wendy,Deleon,Female,North Carolina,Raleigh,Bachelor,15/10/1998,26/10/2021,,Operations,Inventory Specialist,57924,Good
00-88598977,Noah,Wells,Male,New York,New York City,Bachelor,15/05/1972,21/02/2015,,IT,System Administrator,103615,Satisfactory
00-77489633,Michael,Burke,Male,New York,New York City,Bachelor,03/11/1984,04/01/2016,,IT,Software Developer,82914,Good
00-91411889,David,Franklin,Male,Illinois,Naperville,Bachelor,10/09/1984,28/04/2016,,Sales,Sales Representative,65600,Good
00-63031203,Courtney,Fletcher,Female,New York,New York City,High School,31/12/1974,17/04/2023,,Operations,Inventory Specialist,67003,Needs Improvement
00-30981381,Beth,Bennett,Female,New York,New York City,Master,26/02/1979,15/05/2020,,Finance,Financial Analyst,73464,Good
00-62478133,Cheryl,Robinson,Female,New York,New York City,Bachelor,12/04/1972,28/04/2023,,Operations,Logistics Coordinator,63862,Good
00-95100169,Valerie,Holloway,Female,New York,New York City,Bachelor,14/06/1975,04/06/2017,,Operations,Inventory Specialist,64634,Good
00-96965116,Michael,Smith,Male,New York,New York City,Bachelor,08/07/1981,15/09/2018,,Customer Service,Customer Service Representative,64519,Excellent
00-84500200,Brent,Franco,Male,New York,New York City,Bachelor,26/04/1961,07/08/2017,,Sales,Sales Specialist,70842,Good
00-86868988,Kristin,Lynch,Female,New York,New York City,Bachelor,05/08/1995,25/04/2020,,Operations,Logistics Coordinator,56502,Satisfactory
00-21425533,Lisa,Olson,Female,Michigan,Grand Rapids,Bachelor,20/07/1987,11/05/2018,,Operations,Inventory Specialist,62802,Excellent
00-56150987,Jennifer,Davidson,Female,New York,New York City,Bachelor,03/09/1992,01/12/2017,,Sales,Sales Representative,65057,Satisfactory
00-78793658,Veronica,Douglas,Female,New York,New York City,High School,21/01/1980,13/12/2017,,Operations,Inventory Specialist,63153,Needs Improvement
00-92796892,Justin,Lopez,Male,New York,New York City,Bachelor,15/10/1979,20/07/2023,,Finance,Accountant,88866,Satisfactory
00-34341456,Michael,Yoder,Male,Michigan,Detroit,Master,16/03/2004,09/11/2022,,Sales,Sales Consultant,78441,Good
00-17299874,Donald,Patrick,Male,New York,New York City,Bachelor,26/04/1985,06/06/2023,,Operations,Logistics Coordinator,66789,Excellent
00-96526748,Gabrielle,Becker,Female,New York,New York City,Master,30/06/1979,07/10/2020,,Sales,Sales Specialist,85078,Good
00-19041276,Wayne,Jimenez,Male,New York,New York City,Bachelor,12/05/1982,25/04/2017,,Operations,Logistics Coordinator,70864,Good
00-87926229,Scott,Barnes,Male,New York,New York City,Bachelor,30/12/1985,31/05/2019,,Marketing,Content Creator,62839,Good
00-27208745,Karen,Aguilar,Female,New York,New York City,Master,21/05/1998,11/08/2022,,IT,Software Developer,93529,Excellent
00-48270459,Beth,Cooper,Female,New York,New York City,Bachelor,16/08/1990,05/10/2021,,Customer Service,Support Specialist,53433,Satisfactory
00-75211190,Deborah,Nichols,Female,New York,New York City,PhD,17/10/1996,01/11/2019,,Customer Service,Customer Service Manager,75048,Excellent
00-51027069,Pamela,Shepard,Female,Pennsylvania,Philadelphia,Bachelor,13/06/1980,20/05/2022,,Operations,Logistics Coordinator,62742,Good
00-86082915,Olivia,Bruce,Female,Michigan,Detroit,Bachelor,09/04/1996,23/11/2018,,Finance,Accounts Payable Specialist,62216,Good
00-32634412,Damon,Grant,Male,New York,New York City,Bachelor,02/02/1971,25/04/2015,,Operations,Inventory Specialist,63477,Satisfactory
00-39732676,Allison,Anderson,Female,New York,New York City,Bachelor,05/05/1982,11/04/2022,,Sales,Sales Consultant,91647,Good
00-47135338,Joshua,Hansen,Male,New York,New York City,Bachelor,29/04/1987,21/12/2023,,Operations,Logistics Coordinator,66300,Excellent
00-54501625,Marie,Frazier,Female,New York,New York City,Bachelor,26/05/1962,11/05/2023,,Sales,Sales Representative,58970,Good
00-58149482,Jose,Walker,Male,New York,New York City,Bachelor,24/06/1975,28/03/2023,,Sales,Sales Representative,77123,Good
00-24607269,Billy,Parker,Male,New York,New York City,High School,06/07/1990,03/11/2017,,IT,IT Support Specialist,61077,Needs Improvement
00-47663633,Virginia,Watson,Female,Pennsylvania,Philadelphia,High School,09/05/1961,16/08/2023,,Customer Service,Customer Service Representative,58642,Needs Improvement
00-36364647,Patrick,York,Male,New York,New York City,Bachelor,30/09/2002,02/07/2017,,Operations,Inventory Specialist,64909,Good
00-20120010,Bryan,Walters,Male,Michigan,Warren,Bachelor,15/09/2001,14/08/2023,,Sales,Sales Representative,63789,Good
00-14186818,Jose,Jones,Male,New York,New York City,Bachelor,24/10/1980,12/12/2023,,Operations,Inventory Specialist,64063,Good
00-89193333,Nancy,Wilson,Female,New York,New York City,Bachelor,06/07/1995,22/09/2017,,Operations,Inventory Specialist,58347,Satisfactory
00-44979330,Jamie,Evans,Female,New York,New York City,Bachelor,25/11/1974,21/01/2020,,IT,IT Support Specialist,65040,Satisfactory
00-97766064,Daniel,Hernandez,Male,New York,New York City,Bachelor,05/10/1980,19/03/2023,,Finance,Accountant,65501,Good
00-39971710,Charles,Benitez,Male,New York,New York City,Bachelor,26/03/1978,13/12/2023,,Marketing,Content Creator,67062,Good
00-49057246,Katherine,Ellis,Female,West Virginia,Charleston,Bachelor,09/05/1978,03/05/2017,,Operations,Inventory Specialist,64109,Good
00-22153955,Cody,White,Male,New York,New York City,Bachelor,17/12/1998,01/02/2019,,Finance,Accountant,73387,Good
00-98943201,Mark,Welch,Male,North Carolina,Raleigh,Bachelor,26/02/1975,10/03/2017,,Marketing,Marketing Manager,95196,Excellent
00-32259144,Andrew,Brown,Male,Virginia,Norfolk,Bachelor,17/02/2003,25/06/2022,,Customer Service,Support Specialist,66634,Good
00-31370471,Kim,Juarez,Female,Ohio,Cleveland,High School,07/05/1982,07/03/2017,,Customer Service,Help Desk Technician,73228,Needs Improvement
00-29622504,Patrick,Moore,Male,Michigan,Detroit,Master,24/02/1990,01/11/2022,,Sales,Sales Consultant,92564,Excellent
00-15425057,Daniel,Miller,Male,New York,New York City,Bachelor,29/01/1964,27/08/2017,,Finance,Accounts Payable Specialist,75024,Good
00-18437082,Carolyn,Jordan,Female,New York,New York City,High School,17/06/1973,16/06/2017,,Customer Service,Support Specialist,59211,Needs Improvement
00-99736040,Scott,Reyes,Male,New York,New York City,Bachelor,21/12/2000,15/01/2017,,Customer Service,Help Desk Technician,66176,Good
00-73038607,Ryan,Cross,Male,New York,New York City,Master,30/04/1999,06/01/2024,,IT,Software Developer,82139,Good
00-97043518,Mallory,Sherman,Female,Virginia,Norfolk,Bachelor,12/06/1977,26/07/2018,,HR,HR Coordinator,60465,Satisfactory
00-95035920,Stephen,Rhodes,Male,Ohio,Cleveland,Bachelor,17/08/1978,01/09/2023,,Operations,Logistics Coordinator,73345,Good
00-87662596,Mark,Perez,Male,New York,New York City,Bachelor,14/12/1994,06/12/2020,,Operations,Inventory Specialist,61933,Good
00-97734815,Charles,Anderson,Male,New York,New York City,Bachelor,04/03/1984,29/05/2018,,Operations,Logistics Coordinator,67976,Good
00-20447168,Jacqueline,Torres,Female,Illinois,Chicago,Bachelor,08/12/1998,26/01/2020,,Operations,Logistics Coordinator,53883,Good
00-79306247,Ryan,Evans,Male,Michigan,Warren,High School,04/01/1997,23/04/2019,,Marketing,Content Creator,60339,Needs Improvement
00-74707720,Anthony,Meyer,Male,New York,New York City,Bachelor,28/01/1972,23/07/2023,,IT,IT Support Specialist,64721,Satisfactory
00-28652010,Andrea,Barron,Female,North Carolina,Charlotte,High School,15/03/1973,21/02/2019,,HR,Recruiter,66147,Needs Improvement
00-79060560,Amy,Valenzuela,Female,Michigan,Grand Rapids,Master,03/03/1985,20/05/2021,,Finance,Financial Analyst,85159,Excellent
00-35086055,Margaret,Martin,Female,New York,New York City,Bachelor,06/03/1994,19/12/2017,,Operations,Logistics Coordinator,60043,Good
00-25882013,Austin,Powell,Male,New York,New York City,Bachelor,07/06/2002,30/03/2022,,Operations,Operations Analyst,74380,Excellent
00-54322017,Crystal,Mercer,Female,New York,New York City,Bachelor,13/09/1989,24/03/2022,,Sales,Sales Representative,71212,Good
00-74265413,Katie,Lawrence,Female,New York,New York City,Bachelor,01/09/1998,07/03/2019,,Operations,Logistics Coordinator,60013,Excellent
00-96873663,Henry,Dawson,Male,New York,New York City,High School,27/01/2003,04/11/2023,,IT,IT Support Specialist,60731,Needs Improvement
00-15790734,Dawn,Mcdowell,Female,Michigan,Warren,Bachelor,20/06/2003,09/04/2016,,Operations,Inventory Specialist,56496,Good
00-28082355,Frederick,Dean,Male,New York,New York City,Bachelor,17/06/1986,19/08/2021,,Sales,Sales Representative,77601,Satisfactory
00-29711900,Caitlin,Stanley,Female,Michigan,Grand Rapids,High School,11/09/1981,10/09/2016,,Marketing,Content Creator,55025,Needs Improvement
00-79342339,Megan,Williams,Female,New York,New York City,Bachelor,17/06/1974,14/02/2024,,IT,Software Developer,75914,Good
00-95580271,Nicole,James,Female,New York,New York City,Bachelor,07/09/1972,01/08/2015,,Customer Service,Support Specialist,59140,Excellent
00-98817918,Gabriel,Miles,Male,New York,New York City,Master,26/08/1997,21/03/2023,,IT,System Administrator,69922,Excellent
00-70291054,Timothy,Mccoy,Male,New York,New York City,High School,18/06/1974,27/04/2021,,Operations,Inventory Specialist,64711,Excellent
00-74648438,Kathleen,Garcia,Female,Ohio,Cincinnati,Bachelor,07/10/2002,22/07/2017,,Operations,Inventory Specialist,55979,Good
00-29154498,Melissa,Obrien,Female,Ohio,Cleveland,Bachelor,29/10/2003,23/02/2023,,Operations,Operations Manager,101925,Satisfactory
00-98536556,Shelby,Roach,Female,New York,New York City,Bachelor,21/10/1971,17/07/2020,,Operations,Logistics Coordinator,62020,Good
00-55992559,Shelby,Wilson,Female,New York,New York City,Bachelor,06/05/1968,14/02/2024,,Marketing,Marketing Coordinator,58745,Excellent
00-19239937,Daniel,Jimenez,Male,New York,New York City,Master,08/12/1984,25/08/2017,,IT,System Administrator,63958,Excellent
00-24572034,Brenda,Baker,Female,West Virginia,Morgantown,Bachelor,04/10/1996,23/07/2015,,Customer Service,Help Desk Technician,79657,Good
00-77693989,Lauren,Howard,Female,New York,New York City,Bachelor,23/06/1999,09/06/2022,,IT,Software Developer,74976,Satisfactory
00-22924976,Sonya,Williams,Female,Michigan,Detroit,High School,15/02/1999,12/07/2017,,Customer Service,Customer Service Representative,56366,Needs Improvement
00-15239398,Martha,Watts,Female,New York,New York City,Bachelor,15/08/1999,06/07/2023,,Sales,Sales Consultant,64551,Good
00-25772785,Patricia,Smith,Female,New York,New York City,Master,13/04/1983,17/09/2016,,Finance,Financial Analyst,82996,Good
00-90996996,James,Rodriguez,Male,New York,New York City,Master,30/09/1977,10/08/2020,,Sales,Sales Consultant,97280,Excellent
00-97138408,Brett,Hernandez,Male,New York,New York City,High School,07/08/1992,04/02/2019,,Operations,Inventory Specialist,64326,Needs Improvement
00-15830187,Pamela,Jones,Female,New York,New York City,Bachelor,13/12/1988,09/10/2022,,Marketing,Marketing Coordinator,63722,Good
00-74709513,Michael,Scott,Male,Michigan,Warren,High School,26/01/1986,31/03/2023,,Customer Service,Customer Service Representative,58909,Needs Improvement
00-89060695,Sydney,Madden,Female,Michigan,Detroit,Bachelor,03/02/1977,13/04/2023,,Operations,Logistics Coordinator,60206,Excellent
00-23115341,Bonnie,Garcia,Female,New York,New York City,Bachelor,04/07/1973,09/03/2019,,Customer Service,Customer Service Representative,60869,Good
00-41207351,Edward,Phelps,Male,New York,New York City,Bachelor,08/09/1986,19/05/2024,,IT,System Administrator,74988,Satisfactory
00-90301439,Wendy,Edwards,Female,New York,New York City,Bachelor,11/12/1995,14/10/2023,,Customer Service,Customer Service Representative,58212,Good
00-35369971,Kristin,York,Female,New York,New York City,Bachelor,30/01/1972,12/12/2015,,IT,IT Support Specialist,58172,Good
00-10954835,Justin,Christian,Male,New York,New York City,High School,17/08/1988,14/09/2020,,Customer Service,Help Desk Technician,59535,Needs Improvement
00-10965569,Jimmy,Murphy,Male,North Carolina,Greensboro,Bachelor,26/11/1990,14/12/2018,,Operations,Inventory Specialist,67221,Good
00-52399610,Alyssa,Howell,Female,New York,New York City,High School,22/09/2000,08/12/2019,,Customer Service,Support Specialist,56074,Needs Improvement
00-67186360,Xavier,Watson,Male,Pennsylvania,Allentown,Bachelor,18/11/1991,14/05/2022,,Sales,Sales Representative,81645,Needs Improvement
00-81954780,Kathryn,Morales,Female,New York,New York City,Bachelor,26/09/1970,27/06/2019,,Customer Service,Support Specialist,58632,Excellent
00-46985109,Oscar,Cruz,Male,New York,New York City,High School,08/10/1974,26/11/2024,,Customer Service,Customer Service Representative,66389,Needs Improvement
00-37339300,Caleb,Fisher,Male,New York,New York City,Bachelor,07/12/1971,11/12/2019,,Sales,Sales Representative,78294,Good
00-33987338,Ronnie,Wilson,Male,New York,New York City,PhD,13/06/1973,28/09/2018,,Sales,Sales Consultant,75034,Excellent
00-44061458,Joseph,Jarvis,Male,New York,New York City,Master,09/08/1975,23/11/2024,,Operations,Operations Analyst,63964,Excellent
00-63436070,Brianna,Perry,Female,New York,New York City,Bachelor,10/06/1999,18/08/2022,,Customer Service,Help Desk Technician,59529,Satisfactory
00-40839382,Richard,Carroll,Male,New York,New York City,Master,22/01/1997,20/06/2019,,IT,Software Developer,75642,Good
00-23459168,Alfred,James,Male,New York,New York City,PhD,28/01/1992,20/05/2017,,Sales,Sales Consultant,76695,Excellent
00-55424358,Jeffrey,Huffman,Male,New York,New York City,Bachelor,29/05/1972,08/12/2023,,Sales,Sales Representative,66958,Good
00-16986408,Lisa,Mcpherson,Female,New York,New York City,Bachelor,04/07/2000,20/02/2017,,Sales,Sales Representative,63747,Good
00-22225702,Angela,Freeman,Female,Michigan,Grand Rapids,Bachelor,18/05/1991,11/12/2023,,IT,IT Support Specialist,60048,Satisfactory
00-68435370,Krystal,Williams,Female,New York,New York City,Bachelor,28/10/1993,11/04/2016,,Customer Service,Customer Service Representative,55015,Satisfactory
00-59772648,Bruce,Smith,Male,New York,New York City,Master,11/12/2001,03/12/2016,,Operations,Operations Analyst,79911,Good
00-61583363,Samuel,Saunders,Male,New York,New York City,Bachelor,20/05/1980,11/08/2024,,Sales,Sales Specialist,87716,Satisfactory
00-98070348,Deborah,Walker,Female,Michigan,Detroit,Bachelor,25/09/1984,17/09/2020,,IT,IT Support Specialist,54841,Satisfactory
00-17712557,Todd,Stone,Male,New York,New York City,Bachelor,20/10/1980,24/09/2024,,Finance,Accounts Payable Specialist,67807,Satisfactory
00-76353000,James,Davis,Male,New York,New York City,Master,11/09/1992,14/09/2019,,IT,Software Developer,100863,Excellent
00-98165507,Mark,Olson,Male,New York,New York City,High School,14/11/1961,14/09/2024,,Customer Service,Support Specialist,62271,Excellent
00-36138432,Brooke,Cruz,Female,Michigan,Warren,High School,06/07/1977,22/11/2015,,IT,IT Support Specialist,52507,Needs Improvement
00-79231333,Brian,Mcclain,Male,Pennsylvania,Pittsburgh,High School,30/11/1997,27/08/2022,,Customer Service,Customer Service Representative,65332,Needs Improvement
00-14840043,Krista,Schneider,Female,New York,New York City,Bachelor,15/04/1992,02/03/2018,,Customer Service,Support Specialist,56253,Satisfactory
00-31131878,Misty,Harrison,Female,New York,New York City,High School,06/04/1971,11/07/2016,,Customer Service,Customer Service Representative,59493,Needs Improvement
00-63611082,Shawn,Jones,Male,New York,New York City,High School,16/11/1993,10/07/2018,,IT,IT Support Specialist,65495,Needs Improvement
00-88662348,Barbara,Rivera,Female,New York,New York City,Bachelor,24/12/1985,19/04/2017,,Sales,Sales Representative,57107,Good
00-19209640,Michael,Walker,Male,New York,New York City,Bachelor,03/09/1985,06/09/2024,,IT,System Administrator,103021,Good
00-85042992,Cameron,Montoya,Male,New York,New York City,Bachelor,08/06/2001,31/01/2024,,Customer Service,Help Desk Technician,71125,Excellent
00-47112255,Joshua,Solis,Male,New York,New York City,High School,29/06/1964,24/06/2017,,Customer Service,Support Specialist,68008,Needs Improvement
00-64218119,Stephanie,Jimenez,Female,New York,New York City,Bachelor,19/05/1980,02/05/2020,,Operations,Inventory Specialist,57939,Satisfactory
00-64644684,Michelle,Jimenez,Female,New York,New York City,Bachelor,16/01/1964,10/09/2020,,Marketing,SEO Specialist,85783,Good
00-77534222,Scott,Powell,Male,Michigan,Warren,High School,08/06/2001,14/01/2017,,IT,IT Support Specialist,61924,Needs Improvement
00-78892172,Erin,Smith,Female,New York,New York City,Bachelor,24/07/1975,05/02/2024,,Operations,Logistics Coordinator,61590,Satisfactory
00-87160950,David,Richmond,Male,New York,New York City,Bachelor,04/05/1984,05/09/2017,,Sales,Sales Representative,61476,Satisfactory
00-85587210,Matthew,Romero,Male,Pennsylvania,Allentown,Bachelor,20/11/1986,22/03/2019,,IT,Software Developer,92536,Excellent
00-55588495,Thomas,Bryant,Male,New York,New York City,Bachelor,26/03/1980,12/05/2024,,Operations,Inventory Specialist,68948,Needs Improvement
00-71836850,Elizabeth,Brown,Female,North Carolina,Charlotte,Master,14/05/1971,28/03/2023,,IT,IT Manager,132590,Good
00-25605267,Jasmine,Rivera,Female,New York,New York City,Bachelor,04/02/1993,26/10/2017,,IT,IT Support Specialist,54909,Satisfactory
00-39579214,Jennifer,Kennedy,Female,New York,New York City,Bachelor,03/07/1991,13/09/2022,,Marketing,Marketing Coordinator,69825,Good
00-52376656,Roy,Chavez,Male,New York,New York City,High School,29/10/1969,07/02/2019,,Marketing,SEO Specialist,81099,Needs Improvement
00-81893982,Eric,Walker,Male,North Carolina,Charlotte,Bachelor,07/05/1984,13/05/2015,,Operations,Logistics Coordinator,69769,Good
00-48559355,Elijah,Schultz,Male,New York,New York City,Bachelor,15/01/1975,06/11/2016,,Customer Service,Help Desk Technician,81877,Good
00-55901507,Paula,Boyd,Female,New York,New York City,Bachelor,15/12/1985,29/09/2016,,IT,IT Support Specialist,57483,Good
00-52127291,Glen,Prince,Male,Michigan,Detroit,Master,18/02/1989,11/07/2018,,HR,HR Coordinator,61569,Excellent
00-34532913,Michele,Love,Female,Ohio,Cleveland,Master,27/12/1977,07/10/2024,,Sales,Sales Specialist,76980,Excellent
00-76974557,Kevin,King,Male,North Carolina,Charlotte,High School,30/01/1980,18/03/2022,,Operations,Inventory Specialist,65171,Needs Improvement
00-42488275,Stephanie,Conrad,Female,New York,New York City,Bachelor,22/02/1995,02/06/2023,,Operations,Logistics Coordinator,57344,Satisfactory
00-37214866,Matthew,Summers,Male,New York,New York City,High School,12/08/1969,16/03/2023,,Customer Service,Help Desk Technician,82481,Needs Improvement
00-30937370,Steven,Rodriguez,Male,New York,New York City,Bachelor,28/11/1985,10/06/2023,,Customer Service,Help Desk Technician,58551,Satisfactory
00-99043272,Sandra,Schultz,Female,New York,New York City,High School,21/02/1992,18/09/2020,,Operations,Inventory Specialist,55948,Needs Improvement
00-82675403,Lorraine,Barton,Female,New York,New York City,PhD,03/07/1988,23/06/2024,,Finance,Financial Analyst,77729,Excellent
00-93304578,Linda,Lawrence,Female,New York,New York City,Bachelor,10/11/1992,15/07/2018,,Finance,Accounts Payable Specialist,56649,Good
00-46874043,Phillip,Porter,Male,New York,New York City,Master,30/06/1983,24/07/2020,,Sales,Sales Specialist,53323,Good
00-63402482,Anthony,Tran,Male,Michigan,Grand Rapids,Bachelor,05/07/1987,18/06/2017,,Sales,Sales Specialist,73332,Satisfactory
00-17267644,Michael,Webb,Male,Illinois,Chicago,Master,14/10/1988,16/07/2020,,Sales,Sales Specialist,80280,Good
00-82580645,Christopher,Kent,Male,Pennsylvania,Philadelphia,Bachelor,11/12/1980,26/09/2015,,Customer Service,Customer Service Representative,69528,Good
00-33461307,James,Cross,Male,New York,New York City,PhD,20/05/1987,19/02/2019,,Sales,Sales Specialist,70407,Excellent
00-79552316,Brittany,Sandoval,Female,New York,New York City,PhD,23/10/1977,24/08/2019,,Sales,Sales Specialist,73447,Excellent
00-11586450,Philip,Gordon,Male,New York,New York City,Bachelor,05/11/1980,30/05/2022,,Operations,Logistics Coordinator,70196,Needs Improvement
00-23522144,Melissa,Lynch,Female,Pennsylvania,Philadelphia,Bachelor,31/03/1990,26/09/2018,,Operations,Operations Analyst,53534,Satisfactory
00-44856447,Robert,Hill,Male,New York,New York City,PhD,11/12/1986,14/05/2017,,Customer Service,Customer Service Manager,69524,Excellent
00-46159360,Laura,Chavez,Female,New York,New York City,High School,05/11/1970,21/02/2019,,Operations,Inventory Specialist,62309,Needs Improvement
00-59113508,Carla,Morrison,Female,New York,New York City,Bachelor,07/07/1970,11/12/2017,,IT,Software Developer,94681,Good
00-66249702,Jack,Evans,Male,North Carolina,Raleigh,Bachelor,27/06/1994,30/09/2022,,Customer Service,Support Specialist,63796,Good
00-63766628,Robert,Edwards,Male,New York,New York City,Bachelor,31/12/1984,14/10/2017,,Sales,Sales Representative,71068,Needs Improvement
00-27601200,William,Chen,Male,Virginia,Richmond,Master,01/01/1990,19/03/2024,,Sales,Sales Consultant,81369,Good
00-23404289,Kimberly,Klein,Female,Ohio,Cincinnati,Bachelor,23/11/1989,24/09/2022,,Marketing,Marketing Coordinator,75832,Excellent
00-68011418,Patrick,Chambers,Male,New York,New York City,Bachelor,11/04/1974,03/10/2023,,Marketing,Marketing Coordinator,80840,Excellent
00-30072000,Carrie,Mullen,Female,Ohio,Columbus,Bachelor,12/04/1983,15/07/2019,,Operations,Logistics Coordinator,52865,Satisfactory
00-66575546,John,Walsh,Male,New York,New York City,High School,21/10/1977,02/10/2020,,Marketing,Content Creator,60882,Needs Improvement
00-81669929,Daniel,Bell,Male,New York,New York City,Bachelor,11/11/1974,06/07/2022,,Operations,Inventory Specialist,68579,Satisfactory
00-43685164,Courtney,Bender,Female,New York,New York City,Bachelor,10/10/1989,02/10/2020,,IT,Software Developer,78517,Good
00-63472598,Christopher,Adkins,Male,New York,New York City,Bachelor,04/01/1973,22/11/2016,,Sales,Sales Representative,67488,Good
00-38919534,William,Rich,Male,North Carolina,Raleigh,PhD,06/03/1985,14/06/2023,,Sales,Sales Specialist,64272,Excellent
00-94538675,Carl,Mills,Male,New York,New York City,Bachelor,25/02/1993,10/01/2016,,IT,IT Support Specialist,64635,Needs Improvement
00-44865621,Sarah,Brown,Female,New York,New York City,High School,13/12/1981,22/01/2018,,HR,Recruiter,58358,Needs Improvement
00-44589898,Misty,Christensen,Female,New York,New York City,Bachelor,11/08/1995,04/03/2018,,IT,Software Developer,84297,Satisfactory
00-57122567,Shannon,Vega,Female,Ohio,Cincinnati,Bachelor,06/02/1989,26/02/2023,,Sales,Sales Representative,70444,Excellent
00-87424000,Alexis,Vaughn,Female,New York,New York City,Bachelor,10/08/1974,24/04/2020,,Finance,Accountant,55088,Excellent
00-33426205,Nicole,Weaver,Female,New York,New York City,Master,26/07/1974,19/05/2024,,Sales,Sales Specialist,80434,Excellent
00-53632879,Patrick,Garcia,Male,Michigan,Grand Rapids,Bachelor,01/11/1986,04/12/2022,,Operations,Inventory Specialist,63333,Satisfactory
00-69985944,Mark,Hoffman,Male,New York,New York City,High School,19/06/2000,29/03/2023,,Customer Service,Help Desk Technician,78164,Needs Improvement
00-48456543,Timothy,Hoffman,Male,Pennsylvania,Allentown,Bachelor,26/11/1978,03/04/2019,,Sales,Sales Representative,66006,Satisfactory
00-32491607,Thomas,Robles,Male,New York,New York City,Bachelor,27/04/1997,28/09/2021,,Customer Service,Support Specialist,64058,Good
00-94728082,Angel,Beck,Female,New York,New York City,Bachelor,10/06/1994,26/12/2021,,Operations,Logistics Coordinator,52672,Satisfactory
00-19575640,Nicole,Butler,Female,New York,New York City,Bachelor,28/02/1975,02/11/2016,,Operations,Inventory Specialist,61897,Satisfactory
00-52074850,Lauren,Edwards,Female,Illinois,Chicago,Bachelor,26/09/1999,03/08/2018,,Sales,Sales Specialist,61434,Good
00-45899536,Vanessa,Manning,Female,New York,New York City,Bachelor,25/04/1979,20/03/2021,,Marketing,Marketing Manager,101036,Excellent
00-69713250,Madison,Norman,Female,New York,New York City,Bachelor,04/06/1980,04/12/2023,,Operations,Logistics Coordinator,65914,Good
00-88775038,Mary,Perez,Female,Illinois,Naperville,Master,01/10/1985,03/09/2020,,Sales,Sales Specialist,81239,Excellent
00-32457056,Austin,Holland,Male,New York,New York City,Bachelor,19/12/1983,21/10/2017,,Sales,Sales Representative,76606,Good
00-41491128,Anthony,Rodgers,Male,New York,New York City,Bachelor,13/08/1998,18/03/2022,,Operations,Inventory Specialist,70437,Satisfactory
00-20746107,Matthew,Brandt,Male,New York,New York City,Master,17/10/1975,25/04/2017,,IT,System Administrator,93689,Excellent
00-22825003,Mark,Lucero,Male,New York,New York City,Bachelor,06/08/1989,29/01/2016,,IT,Software Developer,103913,Satisfactory
00-17224328,Brandon,Thompson,Male,New York,New York City,High School,01/09/1988,19/07/2015,,Customer Service,Customer Service Representative,59096,Needs Improvement
00-21173787,Matthew,Williams,Male,New York,New York City,Bachelor,10/10/1985,18/04/2016,,Customer Service,Support Specialist,67270,Needs Improvement
00-21316066,Susan,Anderson,Female,New York,New York City,Bachelor,29/01/1992,15/08/2022,,Marketing,SEO Specialist,64768,Excellent
00-40783635,Christy,Smith,Female,New York,New York City,Bachelor,20/12/1967,01/07/2017,,IT,Software Developer,84370,Needs Improvement
00-94084814,Kristina,Moore,Female,New York,New York City,Bachelor,20/06/1980,29/02/2016,,Operations,Operations Analyst,85383,Good
00-32898616,Carrie,Carlson,Female,New York,New York City,Bachelor,08/01/1987,28/10/2015,,Customer Service,Support Specialist,53920,Satisfactory
00-53647781,Sean,Gilbert,Male,Pennsylvania,Philadelphia,Master,07/10/1975,15/09/2023,,Sales,Sales Specialist,68730,Excellent
00-82555977,Jeanne,Tyler,Female,New York,New York City,Bachelor,04/11/1999,01/08/2024,,Finance,Accountant,72941,Good
00-28134815,Connor,Bowers,Male,New York,New York City,Bachelor,29/09/1960,03/05/2024,,IT,Software Developer,101975,Good
